33213000,31000
11030000,16000
530000,11000
633000,10000
378000,8000
571000,9000
701000,11000
551000,10000
837000,10000
338000,8000
698000,34000
1027000,11000
591000,9000
493000,9000
623000,10000
435000,10000
631000,10000
421000,8000
588000,10000
752000,9000
805000,10000
738000,9000
430000,10000
167000,9000
172000,9000
168000,8000
311000,9000
63000,9000
179000,9000
116000,8000
312000,9000
23000,8000
65000,8000
83000,9000
366000,9000
387000,9000
247000,9000
315000,9000
110000,7000
453000,8000
306000,9000
187000,9000
333000,7000
413000,9000
252000,9000
368000,10000
195000,8000
217000,9000
103000,8000
60000,8000
486000,8000
306000,8000
431000,8000
317000,9000
122000,9000
31000,7000
466000,10000
333000,9000
220000,8000
305000,9000
503000,9000
122000,8000
179000,8000
143000,8000
472000,8000
445000,8000
191000,9000
15000,8000
4000,8000
233000,8000
59000,8000
379000,8000
276000,8000
478000,9000
282000,8000
235000,8000
40000,7000
223000,8000
244000,9000
17000,9000
169000,9000
268000,9000
199000,8000
27000,8000
277000,9000
229000,8000
342000,8000
204000,8000
220000,8000
160000,7000
418000,9000
459000,9000
407000,9000
109000,9000
244000,8000
350000,9000
185000,8000
337000,8000
407000,8000
444000,8000
182000,9000
381000,9000
85000,8000
121000,9000
404000,8000
367000,9000
223000,8000
412000,8000
411000,8000
35000,7000
111000,9000
176000,9000
104000,9000
157000,9000
167000,12000
466000,11000
307000,9000
111000,8000
206000,9000
481000,11000
91000,9000
195000,8000
377000,10000
381000,9000
361000,9000
309000,8000
419000,9000
63000,8000
83000,9000
485000,9000
85000,9000
213000,9000
357000,9000
296000,8000
493000,8000
45000,8000
253000,8000
305000,8000
6000,8000
144000,8000
336000,9000
291000,9000
7000,7000
160000,7000
69000,6000
127000,8000
459000,8000
338000,8000
258000,12000
228000,8000
380000,8000
57000,8000
355000,9000
263000,7000
512000,9000
358000,9000
206000,9000
431000,12000
20000,8000
49000,8000
219000,8000
500000,9000
275000,7000
216000,9000
159000,9000
250000,7000
244000,9000
448000,9000
138000,9000
132000,8000
95000,9000
374000,10000
380000,9000
10000,6000
454000,9000
155000,8000
84000,12000
259000,8000
414000,7000
488000,9000
35000,8000
321000,11000
355000,8000
407000,9000
173000,8000
497000,8000
2000,8000
409000,9000
163000,9000
31000,8000
109000,9000
441000,9000
94000,9000
258000,8000
305000,9000
330000,8000
487000,8000
404000,7000
340000,9000
347000,9000
402000,9000
163000,8000
399000,8000
187000,11000
333000,8000
219000,24000
142000,8000
150000,9000
241000,8000
165000,9000
361000,45000
446000,10000
311000,8000
59000,8000
359000,8000
505000,8000
435000,9000
419000,8000
268000,8000
414000,8000
473000,10000
103000,9000
426000,10000
380000,9000
50000,8000
248000,8000
266000,8000
222000,9000
418000,9000
105000,8000
251000,6000
454000,9000
340000,8000
355000,8000
276000,9000
227000,8000
303000,8000
472000,8000
479000,9000
145000,9000
250000,8000
464000,9000
481000,8000
320000,9000
222000,9000
463000,9000
398000,8000
381000,8000
233000,9000
255000,8000
409000,9000
141000,9000
52000,7000
127000,7000
395000,8000
306000,8000
281000,9000
107000,9000
86000,14000
257000,9000
190000,8000
330000,8000
47000,9000
173000,8000
247000,8000
134000,9000
153000,9000
373000,9000
77000,8000
131000,8000
160000,9000
495000,9000
456000,8000
354000,8000
358000,9000
375000,8000
479000,9000
318000,9000
403000,8000
262000,7000
463000,8000
256000,8000
469000,9000
55000,9000
40000,7000
401000,8000
454000,9000
345000,8000
499000,9000
291000,8000
212000,9000
39000,8000
497000,9000
203000,8000
108000,9000
339000,9000
86000,8000
334000,8000
255000,9000
3000,7000
46000,8000
157000,8000
525000,9000
338000,8000
45000,8000
364000,9000
292000,8000
504000,9000
245000,8000
85000,8000
32000,7000
275000,6000
166000,17000
280000,14000
193000,14000
240000,15000
124000,8000
405000,11000
230000,9000
334000,8000
16000,7000
359000,10000
507000,9000
80000,9000
14000,9000
192000,8000
473000,8000
493000,9000
286000,9000
247000,8000
476000,9000
251000,8000
258000,9000
48000,8000
192000,8000
247000,7000
409000,9000
175000,8000
159000,8000
6000,9000
294000,9000
63000,8000
76000,9000
328000,9000
2000,7000
105000,8000
480000,8000
178000,9000
242000,9000
281000,8000
67000,8000
478000,8000
9000,8000
333000,9000
111000,8000
80000,7000
125000,8000
397000,9000
299000,8000
227000,8000
107000,8000
329000,9000
346000,8000
508000,9000
102000,8000
443000,9000
480000,9000
385000,8000
35000,8000
93000,8000
720000,20000
505000,13000
162000,9000
282000,12000
492000,7000
103000,9000
435000,10000
314000,9000
424000,9000
298000,8000
320000,8000
93000,9000
53000,8000
101000,8000
149000,9000
330000,8000
135000,8000
356000,7000
121000,8000
465000,7000
505000,9000
479000,9000
302000,8000
501000,8000
187000,9000
64000,8000
129000,8000
306000,8000
123000,8000
417000,13000
145000,10000
147000,7000
381000,8000
197000,9000
506000,8000
346000,8000
36000,8000
182000,9000
53000,9000
19000,8000
493000,8000
384000,8000
133000,8000
457000,8000
231000,7000
83000,8000
440000,9000
115000,8000
280000,8000
360000,6000
146000,8000
145000,9000
428000,9000
442000,8000
160000,7000
74000,7000
322000,9000
67000,8000
478000,9000
282000,7000
260000,9000
164000,8000
307000,9000
317000,9000
233000,8000
339000,8000
74000,8000
320000,8000
123000,8000
252000,8000
392000,8000
210000,8000
315000,8000
68000,8000
315000,9000
507000,9000
418000,9000
350000,9000
399000,8000
441000,26000
206000,8000
368000,8000
213000,9000
480000,8000
228000,8000
24000,7000
373000,8000
355000,8000
411000,9000
322000,8000
414000,9000
121000,7000
244000,9000
327000,8000
381000,9000
327000,8000
180000,8000
110000,7000
319000,8000
200000,9000
159000,9000
40000,9000
441000,9000
355000,11000
131000,9000
366000,7000
474000,9000
370000,7000
91000,8000
34000,7000
23000,7000
430000,7000
497000,9000
250000,8000
359000,6000
46000,8000
346000,8000
247000,9000
431000,9000
286000,9000
23000,8000
433000,9000
62000,8000
278000,8000
122000,10000
49000,8000
360000,8000
214000,8000
338000,9000
148000,8000
61000,8000
395000,9000
118000,9000
257000,9000
292000,7000
311000,8000
333000,10000
327000,13000
416000,7000
377000,7000
79000,8000
256000,8000
236000,8000
120000,9000
199000,8000
409000,9000
421000,8000
457000,8000
78000,8000
283000,8000
162000,8000
287000,8000
171000,8000
506000,10000
173000,9000
99000,8000
337000,8000
80000,8000
503000,9000
331000,8000
407000,8000
492000,9000
376000,9000
186000,6000
244000,10000
216000,9000
197000,7000
435000,10000
103000,8000
59000,8000
65000,8000
245000,8000
123000,8000
9000,8000
39000,8000
123000,7000
107000,8000
260000,9000
441000,9000
331000,8000
331000,8000
152000,9000
419000,8000
186000,8000
81000,8000
405000,9000
70000,7000
168000,9000
434000,8000
171000,9000
502000,9000
93000,7000
436000,8000
134000,8000
25000,7000
353000,8000
74000,8000
87000,8000
296000,8000
279000,7000
307000,7000
122000,8000
431000,9000
20000,7000
262000,8000
198000,8000
302000,8000
393000,8000
20000,8000
505000,8000
190000,8000
21000,7000
447000,8000
25000,8000
349000,8000
276000,8000
57000,8000
284000,8000
261000,10000
246000,8000
432000,9000
159000,8000
336000,8000
347000,8000
417000,16000
369000,9000
80000,8000
389000,8000
382000,9000
273000,8000
487000,9000
233000,8000
326000,8000
467000,9000
216000,8000
80000,8000
258000,8000
273000,9000
79000,8000
135000,9000
237000,8000
293000,8000
327000,8000
390000,8000
184000,8000
148000,8000
332000,8000
11000,7000
473000,8000
126000,8000
402000,10000
355000,8000
345000,8000
182000,7000
213000,8000
305000,7000
349000,8000
502000,8000
106000,8000
369000,8000
174000,8000
380000,9000
391000,9000
47000,9000
158000,8000
435000,9000
90000,9000
270000,75000
227000,13000
16000,8000
253000,10000
356000,9000
132000,9000
242000,8000
170000,8000
219000,8000
331000,8000
439000,12000
14000,7000
324000,9000
362000,8000
412000,9000
489000,9000
509000,10000
324000,8000
14000,7000
134000,7000
161000,8000
285000,7000
692000,23000
38000,16000
533000,14000
132000,15000
404000,11000
463000,13000
299000,2000
82000,1000
382000,2000
64000,2000
225000,3000
34000,1000
437000,1000
479000,2000
491000,1000
361000,1000
414000,1000
104000,1000
286000,2000
395000,2000
486000,1000
489000,1000
40000,1000
189000,1000
439000,1000
453000,1000
423000,2000
372000,2000
27000,2000
90000,2000
306000,2000
192000,1000
159000,2000
70000,1000
408000,2000
320000,1000
219000,2000
300000,4000
342000,2000
462000,1000
69000,2000
420000,1000
6000,1000
194000,1000
286000,1000
160000,1000
207000,1000
191000,1000
503000,2000
108000,2000
11000,2000
492000,1000
200000,2000
36000,1000
478000,2000
200000,1000
326000,1000
401000,2000
191000,2000
275000,1000
272000,2000
409000,1000
161000,2000
320000,2000
151000,2000
376000,1000
13000,1000
122000,1000
439000,2000
116000,1000
482000,2000
166000,2000
206000,1000
456000,1000
130000,2000
232000,2000
221000,1000
185000,2000
316000,1000
476000,2000
106000,2000
405000,2000
275000,2000
279000,1000
424000,2000
150000,1000
92000,1000
404000,2000
27000,1000
204000,1000
103000,1000
64000,2000
200000,1000
179000,1000
166000,1000
5000,2000
46000,2000
194000,1000
257000,1000
266000,1000
411000,1000
34000,1000
179000,1000
96000,1000
47000,2000
118000,1000
191000,2000
39000,1000
71000,1000
494000,2000
280000,1000
197000,2000
199000,1000
238000,2000
320000,1000
78000,1000
112000,1000
476000,1000
336000,1000
189000,1000
49000,1000
362000,1000
105000,1000
164000,1000
499000,2000
347000,1000
358000,1000
333000,2000
215000,2000
243000,1000
396000,1000
482000,2000
88000,2000
330000,1000
470000,1000
461000,2000
179000,2000
438000,1000
391000,2000
12000,1000
236000,1000
192000,1000
386000,2000
230000,1000
71000,2000
357000,2000
316000,1000
102000,2000
25000,1000
16000,1000
55000,1000
72000,1000
267000,2000
421000,1000
412000,1000
144000,2000
23000,1000
399000,1000
93000,1000
398000,1000
338000,2000
161000,1000
44000,1000
275000,1000
228000,1000
106000,1000
413000,1000
438000,2000
383000,1000
492000,2000
371000,2000
365000,2000
207000,2000
357000,2000
22000,2000
123000,1000
78000,1000
172000,2000
21000,1000
282000,1000
509000,1000
466000,2000
82000,2000
61000,3000
391000,2000
23000,2000
69000,2000
93000,2000
453000,2000
197000,2000
405000,2000
205000,2000
148000,1000
102000,1000
439000,1000
